container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
CRSU6025614;Santa Vanessa;19.01.2021 00:00;05.02.2021 00:00;08.02.2021 00:00;09.02.2021 00:00;12.02.2021 00:00;26.02.2021 00:00;RTM;Rotterdam;NL
IPXU3702850;MUMBAI MAERSK;05.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;20.04.2021 00:00;23.04.2021 00:00;RTM;Rotterdam;NL
TGBU2503592;ONE AQUILA;30.12.2020 00:00;01.02.2021 00:00;01.02.2021 00:00;02.02.2021 00:00;09.02.2021 00:00;13.02.2021 00:00;RTM;Rotterdam;NL
MNBU0141893;S SANTIAGO;04.04.2021 00:00;25.04.2021 00:00;26.04.2021 00:00;26.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;RTM;Rotterdam;NL
YMMU1096806;AL JMELIYAH;17.02.2021 00:00;10.04.2021 00:00;10.04.2021 00:00;10.04.2021 00:00;19.04.2021 00:00;24.04.2021 00:00;RTM;Rotterdam;NL
SEGU4308808;MOL TRIUMPH;15.02.2021 00:00;07.04.2021 00:00;07.04.2021 00:00;08.04.2021 00:00;19.04.2021 00:00;24.04.2021 00:00;RTM;Rotterdam;NL
TEMU4462785;MSC DIANA;14.03.2021 00:00;19.04.2021 00:00;18.04.2021 00:00;19.04.2021 00:00;28.04.2021 00:00;;SPE;La Spezia;IT
TCNU1290980;MOL TRIUMPH;15.02.2021 00:00;07.04.2021 00:00;07.04.2021 00:00;08.04.2021 00:00;20.04.2021 00:00;28.04.2021 00:00;RTM;Rotterdam;NL
MRSU3017410;MAREN MAERSK;26.02.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;27.04.2021 00:00;30.04.2021 00:00;RTM;Rotterdam;NL
MSDU7191871;MSC AMBRA;02.03.2021 00:00;11.04.2021 00:00;11.04.2021 00:00;12.04.2021 00:00;21.04.2021 00:00;30.04.2021 00:00;SPE;La Spezia;IT
TCLU8336664;ZENITH LUMOS;20.03.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;21.04.2021 00:00;24.04.2021 00:00;SPE;La Spezia;IT
GCXU5163580;ZENITH LUMOS;13.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;23.04.2021 00:00;;GOA;Genoa;IT
GESU6306517;ONE WREN;23.01.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;16.04.2021 00:00;21.04.2021 00:00;27.04.2021 00:00;RTM;Rotterdam;NL
UACU3890651;ONE WREN;23.01.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;20.04.2021 00:00;26.04.2021 00:00;RTM;Rotterdam;NL
HLBU2828745;APL ANTWERP;17.03.2021 00:00;18.04.2021 00:00;18.04.2021 00:00;18.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;GOA;Genoa;IT
SUDU5403440;MOSCOW MAERSK;22.03.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;RTM;Rotterdam;NL
BCHU9912060;HELIANTHUS;22.03.2021 00:00;11.05.2021 00:00;11.05.2021 00:00;11.05.2021 00:00;17.05.2021 00:00;19.05.2021 00:00;RTM;Rotterdam;NL
UACU8290290;YM WELLSPRING;19.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;20.04.2021 00:00;30.04.2021 00:00;RTM;Rotterdam;NL
TCNU6697053;ONE SWAN;27.02.2021 00:00;11.04.2021 00:00;11.04.2021 00:00;11.04.2021 00:00;19.04.2021 00:00;24.04.2021 00:00;RTM;Rotterdam;NL
UETU2559812;COSCO SHIPPING VIRGO;06.02.2021 00:00;14.04.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;04.05.2021 00:00;ANR;Antwerpen;BE
MSCU6084936;MAREN MAERSK;15.03.2021 00:00;20.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;05.05.2021 00:00;12.05.2021 00:00;RTM;Rotterdam;NL
MEDU3526590;MSC ELOANE;30.03.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;18.05.2021 00:00;GOA;Genoa;IT
GCNU4798000;Budapest Bridge;19.04.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;03.05.2021 00:00;10.05.2021 00:00;RTM;Rotterdam;NL
MEDU3482737;MSC BARI;04.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;07.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;ANR;Antwerpen;BE
MRKU0077897;POLAR COLOMBIA;11.04.2021 00:00;23.04.2021 00:00;26.04.2021 00:00;26.04.2021 00:00;29.04.2021 00:00;07.05.2021 00:00;ANR;Antwerpen;BE
FDCU0178857;NYK RIGEL;08.03.2021 00:00;13.04.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;17.04.2021 00:00;27.04.2021 00:00;ANR;Antwerpen;BE
TRHU2232581;MSC RAPALLO;05.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;17.04.2021 00:00;29.04.2021 00:00;ANR;Antwerpen;BE
MEDU6159374;MSC RAPALLO;05.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;17.04.2021 00:00;29.04.2021 00:00;ANR;Antwerpen;BE
MEDU4176623;MSC RAPALLO;10.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;17.04.2021 00:00;29.04.2021 00:00;ANR;Antwerpen;BE
MNBU3656655;SEAGO FELIXSTOWE;06.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;04.05.2021 00:00;RTM;Rotterdam;NL
TCKU1654537;ZENITH LUMOS;14.03.2021 00:00;16.04.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;SPE;La Spezia;IT
TRHU1673751;BERLIN EXPRESS;09.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
SUDU8094601;SEAGO FELIXSTOWE;06.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;04.05.2021 00:00;RTM;Rotterdam;NL
UACU8256491;AL NASRIYAH;06.03.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;09.04.2021 00:00;20.04.2021 00:00;GOA;Genoa;IT
MEDU4110098;MSC RAPALLO;10.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;17.04.2021 00:00;29.04.2021 00:00;ANR;Antwerpen;BE
MNBU3956760;MACAO;14.04.2021 00:00;12.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
MNBU0418859;SEAGO FELIXSTOWE;11.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;04.05.2021 00:00;RTM;Rotterdam;NL
CMAU7963250;COSCO GLORY;20.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
HLBU1683420;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;28.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
HLXU1231011;MOL TRUTH;21.03.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;22.04.2021 00:00;01.05.2021 00:00;RTM;Rotterdam;NL
DFSU2661111;THALASSA ELPIDA;21.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;SPE;La Spezia;IT
TEMU8369393;MSC AMBRA;02.03.2021 00:00;11.04.2021 00:00;11.04.2021 00:00;12.04.2021 00:00;21.04.2021 00:00;30.04.2021 00:00;SPE;La Spezia;IT
TCNU2995450;OOCL FRANCE;30.03.2021 00:00;30.04.2021 00:00;30.04.2021 00:00;30.04.2021 00:00;04.05.2021 00:00;;GOA;Genoa;IT
MSCU5445269;MSC AINO;19.03.2021 00:00;25.04.2021 00:00;01.05.2021 00:00;01.05.2021 00:00;01.05.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
GESU6383494;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;28.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
HLBIU2455699;NYK REMUS;26.03.2021 00:00;09.05.2021 00:00;;;;;ANR;Antwerpen;BE
UACU3763913;BERLIN EXPRESS;09.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
CMAU0588250;COSCO GLORY;20.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
TGBU5226568;OOCL FRANCE;30.03.2021 00:00;30.04.2021 00:00;30.04.2021 00:00;30.04.2021 00:00;04.05.2021 00:00;;GOA;Genoa;IT
TGBU9631363;AL NASRIYAH;06.03.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;09.04.2021 00:00;21.04.2021 00:00;GOA;Genoa;IT
MSCU4499384;MSC RAPALLO;09.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;17.04.2021 00:00;27.04.2021 00:00;ANR;Antwerpen;BE
UACU4142973;BERLIN EXPRESS;09.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
TGBU9630515;AL NASRIYAH;06.03.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;09.04.2021 00:00;21.04.2021 00:00;GOA;Genoa;IT
TCKU2271595;MSC DIANA;16.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;GOA;Genoa;IT
TRLU9170052;ZENITH LUMOS;12.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;04.05.2021 00:00;GOA;Genoa;IT
APZU4392547;PINARA;20.04.2021 00:00;03.05.2021 00:00;03.05.2021 00:00;03.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;GOA;Genoa;IT
CMAU5190063;CMA CGM SCANDOLA;18.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;;GOA;Genoa;IT
BEAU2070869;MSC DIANA;16.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;GOA;Genoa;IT
WFHU5171073;AL NASRIYAH;06.03.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;09.04.2021 00:00;09.04.2021 00:00;20.04.2021 00:00;GOA;Genoa;IT
SEGU2696469;BARZAN;04.03.2021 00:00;12.04.2021 00:00;12.04.2021 00:00;14.04.2021 00:00;19.04.2021 00:00;24.04.2021 00:00;RTM;Rotterdam;NL
MNBU3365161;MSC BARI;19.03.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;;14.05.2021 00:00;;RTM;Rotterdam;NL
CAAU5687060;APL ANTWERP;21.03.2021 00:00;18.04.2021 00:00;18.04.2021 00:00;19.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;GOA;Genoa;IT
BMOU6873903;MSC AMSTERDAM;09.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;21.04.2021 00:00;27.04.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
BMOU1573328;MOL GUARDIAN;17.03.2021 00:00;26.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;01.05.2021 00:00;06.05.2021 00:00;ANR;Antwerpen;BE
TTNU1026570;MSC ALBANY;26.05.2021 00:00;21.06.2021 00:00;21.06.2021 00:00;22.06.2021 00:00;01.07.2021 00:00;01.07.2021 00:00;GOA;Genoa;IT
4904-0746-101.011;YM WELLSPRING;22.02.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;04.05.2021 00:00;07.05.2021 00:00;ANR;Antwerpen;BE
TCNU9854984;POLAR COLOMBIA;18.03.2021 00:00;23.04.2021 00:00;26.04.2021 00:00;26.04.2021 00:00;28.04.2021 00:00;05.05.2021 00:00;ANR;Antwerpen;BE
FCIU6667135;NYK WREN;06.10.2020 00:00;07.11.2020 00:00;;;;;ANR;Antwerpen;BE
BMOU4642211;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;30.04.2021 00:00;GOA;Genoa;IT
HLXU8572508;BERLIN EXPRESS;07.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
HLBU2628963;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;01.05.2021 00:00;SPE;La Spezia;IT
HLXU8021090;BERLIN EXPRESS;09.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
UACU5170120;AL NASRIYAH;06.03.2021 00:00;08.04.2021 00:00;08.04.2021 00:00;09.04.2021 00:00;09.04.2021 00:00;21.04.2021 00:00;GOA;Genoa;IT
UACU8516731;ZENITH LUMOS;22.03.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;18.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;SPE;La Spezia;IT
GLDU5066974;MSC MINA;21.03.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;;GOA;Genoa;IT
HLBU2151633;CMA CGM TITUS;01.04.2021 00:00;19.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;23.04.2021 00:00;04.05.2021 00:00;GOA;Genoa;IT
TEMU3831472;MSC RAPALLO;05.03.2021 00:00;14.04.2021 00:00;14.04.2021 00:00;15.04.2021 00:00;17.04.2021 00:00;01.05.2021 00:00;ANR;Antwerpen;BE
TCKU4261554;BARZAN;04.03.2021 00:00;12.04.2021 00:00;12.04.2021 00:00;13.04.2021 00:00;20.04.2021 00:00;29.04.2021 00:00;RTM;Rotterdam;NL
MRKU0533493;MAREN MAERSK;12.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;27.04.2021 00:00;08.05.2021 00:00;RTM;Rotterdam;NL
QUBU2002419;TEXAS TRIUMPH;17.03.2021 00:00;16.04.2021 00:00;16.04.2021 00:00;16.04.2021 00:00;21.04.2021 00:00;01.05.2021 00:00;ANR;Antwerpen;BE
MSKU1953002;MARIBO MAERSK;03.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;12.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
TCLU1665586;COSCO SHIPPING ALPS;31.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;11.05.2021 00:00;SPE;La Spezia;IT
UACU8552750;HMM STOCKHOLM;15.03.2021 00:00;12.04.2021 00:00;01.05.2021 00:00;03.05.2021 00:00;04.05.2021 00:00;;HAM;Hamburg;DE
UACU8599464;ZENITH LUMOS;24.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
MSCU5603087;MSC AMSTERDAM;17.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;20.04.2021 00:00;22.04.2021 00:00;06.05.2021 00:00;ANR;Antwerpen;BE
UACU8269420;ZENITH LUMOS;24.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
HLXU8125496;ZENITH LUMOS;24.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
MEDU3465278;MARIBO MAERSK;01.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;12.05.2021 00:00;;RTM;Rotterdam;NL
CAIU8529230;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;29.04.2021 00:00;GOA;Genoa;IT
TRLU4858340;COSCO SHIPPING ALPS;04.04.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
GLDU3663060;LONG BEACH EXPRESS;30.04.2021 00:00;20.05.2021 00:00;20.05.2021 00:00;20.05.2021 00:00;07.06.2021 00:00;08.06.2021 00:00;GOA;Genoa;IT
HLXU5240156;ZENITH LUMOS;24.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
SEGU4085160;XIN YAN TIAN;22.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;19.05.2021 00:00;GOA;Genoa;IT
FCIU7489845;ZENITH LUMOS;24.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
TRIU8743197;MSC MARINA;11.03.2021 00:00;28.03.2021 00:00;26.03.2021 00:00;26.03.2021 00:00;02.04.2021 00:00;12.04.2021 00:00;RTM;Rotterdam;NL
MSDU4113068;MSC DIANA;16.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;06.05.2021 00:00;GOA;Genoa;IT
HLXU3492267;AL MASHRAB;27.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;;GOA;Genoa;IT
4369-9288-103.012;ONE HONG KONG;25.03.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;21.05.2021 00:00;03.06.2021 00:00;RTM;Rotterdam;NL
TCLU1552975;NYK REMUS;26.03.2021 00:00;09.05.2021 00:00;;;;;ANR;Antwerpen;BE
TRLU9282242;CMA CGM GEORG FORSTER;02.03.2021 00:00;20.04.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;25.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
MAEU6365765;MAREN MAERSK;12.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;03.05.2021 00:00;11.05.2021 00:00;RTM;Rotterdam;NL
DFSU4128992;CSCL SATURN;03.04.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;05.05.2021 00:00;11.05.2021 00:00;19.05.2021 00:00;SPE;La Spezia;IT
SZSGOA104031410;AL JASRAH;27.04.2021 00:00;01.06.2021 00:00;;;;;SPE;La Spezia;IT
MEDU6295283;PONA;27.02.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;07.05.2021 00:00;;SPE;La Spezia;IT
EGHU3872720;THALASSA TYHI;05.04.2021 00:00;01.05.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;07.05.2021 00:00;14.05.2021 00:00;ANR;Antwerpen;BE
FCIU4377013;MSC DIANA;09.03.2021 00:00;19.04.2021 00:00;18.04.2021 00:00;19.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;SPE;La Spezia;IT
MSCU5628383;MSC AMSTERDAM;17.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;20.04.2021 00:00;25.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
TCLU6910264;X-PRESS ANNAPURNA;10.03.2021 00:00;10.04.2021 00:00;10.04.2021 00:00;10.04.2021 00:00;27.04.2021 00:00;30.04.2021 00:00;ANR;Antwerpen;BE
4800-0746-103.014;ONE COLUMBA;16.03.2021 00:00;04.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;10.05.2021 00:00;26.05.2021 00:00;RTM;Rotterdam;NL
GLDU7575630;MSC AMSTERDAM;09.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;21.04.2021 00:00;27.04.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
TTNU4853329;MSC AMSTERDAM;17.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;21.04.2021 00:00;27.04.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
BMOU4529360;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
4410-9288-103.018;ONE STORK;19.03.2021 00:00;09.05.2021 00:00;11.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;02.06.2021 00:00;RTM;Rotterdam;NL
TGBU5533991;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;11.05.2021 00:00;SPE;La Spezia;IT
TCNU1424354;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;28.04.2021 00:00;11.05.2021 00:00;SPE;La Spezia;IT
DRYU4080408;THALASSA PATRIS;21.03.2021 00:00;23.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;28.04.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
CAIU9518369;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;28.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
106494-07;MSC BRANKA;14.04.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;12.05.2021 00:00;14.05.2021 00:00;HAM;Hamburg;DE
MEDU2825404;PONA;27.02.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;11.05.2021 00:00;;SPE;La Spezia;IT
CAXU9101612;MUMBAI MAERSK;18.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;23.04.2021 00:00;05.05.2021 00:00;RTM;Rotterdam;NL
HLBU2436045;AL MASHRAB;27.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
BEAU2635055;MOL GUARDIAN;21.03.2021 00:00;28.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;04.05.2021 00:00;07.05.2021 00:00;ANR;Antwerpen;BE
MSCU5619479;MSC SVEVA;27.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;06.05.2021 00:00;18.05.2021 00:00;ANR;Antwerpen;BE
PONU0467120;MARIBO MAERSK;19.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;03.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;RTM;Rotterdam;NL
HJMU2122042;XIN YAN TIAN;22.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;19.05.2021 00:00;GOA;Genoa;IT
CAAU5467390;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;30.04.2021 00:00;11.05.2021 00:00;SPE;La Spezia;IT
CMAU7483100;CMA CGM LIBRA;07.04.2021 00:00;08.05.2021 00:00;10.05.2021 00:00;11.05.2021 00:00;11.05.2021 00:00;;GOA;Genoa;IT
HLXU5320668;ZEPHYR LUMOS;14.04.2021 00:00;18.05.2021 00:00;18.05.2021 00:00;20.05.2021 00:00;25.05.2021 00:00;01.06.2021 00:00;GOA;Genoa;IT
MEDU5602750;MSC MIRJA;24.03.2021 00:00;19.05.2021 00:00;19.05.2021 00:00;21.05.2021 00:00;25.05.2021 00:00;29.05.2021 00:00;ANR;Antwerpen;BE
4369-9288-102.012;ONE STORK;11.03.2021 00:00;10.05.2021 00:00;11.05.2021 00:00;12.05.2021 00:00;17.05.2021 00:00;27.05.2021 00:00;RTM;Rotterdam;NL
FANU1258357;CONSTANTIA;04.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;03.06.2021 00:00;;ANR;Antwerpen;BE
FSCU4837252;CONSTANTIA;04.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;03.06.2021 00:00;;ANR;Antwerpen;BE
CMAU8289928;COSCO GLORY;19.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;SPE;La Spezia;IT
UACU8428950;HMM STOCKHOLM;15.03.2021 00:00;12.04.2021 00:00;01.05.2021 00:00;03.05.2021 00:00;04.05.2021 00:00;;HAM;Hamburg;DE
CAXU7415321;MOSCOW MAERSK;18.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
TGBU5702427;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
INKU6589081;MARCHEN MAERSK;13.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;24.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
MSKU6636546;MAREN MAERSK;12.03.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;20.04.2021 00:00;27.04.2021 00:00;08.05.2021 00:00;RTM;Rotterdam;NL
4340-9288-103.041;ONE STORK;29.03.2021 00:00;09.05.2021 00:00;11.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;02.06.2021 00:00;RTM;Rotterdam;NL
AMFU8886244;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
HLBU2115317;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;28.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
MSCU5830096;MSC DIANA;13.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;07.05.2021 00:00;GOA;Genoa;IT
ECMU1772182;COSCO SHIPPING ALPS;24.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;04.05.2021 00:00;SPE;La Spezia;IT
TCLU5507892;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
HLXU6378026;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;30.04.2021 00:00;07.05.2021 00:00;SPE;La Spezia;IT
TCNU6028757;BALTIC BRIDGE;30.06.2021 00:00;19.07.2021 00:00;;;;;GOA;Genoa;IT
